 Created on 10Jan2023 at 21:58:39 
    10    10    10
  1000   100
    5.050000
    0.086738    0.341428   -0.935897
    0.141519    0.513266    0.846481
    0.679689    0.289972   -0.673750
   -0.122725   -0.414251   -0.901851
    0.558237    0.291085   -0.776943
    0.544513    0.038743   -0.837857
    0.804454    0.376702    0.459292
   -0.581324   -0.771643    0.258126
   -0.511291    0.207822    0.833902
   -0.415682   -0.014425    0.909396
    0.458807   -0.773077    0.438004
    0.771548   -0.487857    0.408301
    0.230569   -0.058200   -0.971314
    0.674900   -0.735082    0.064537
   -0.140090   -0.665729   -0.732926
    0.104267    0.145210   -0.983891
    0.283471    0.646988   -0.707850
   -0.859139    0.501268   -0.103004
   -0.874814    0.362650    0.321224
    0.337034   -0.087078    0.937457
    0.479945    0.433029   -0.762980
   -0.317860   -0.669506   -0.671361
    0.723101    0.690002   -0.031970
    0.292600   -0.924066    0.245943
   -0.383178   -0.836950    0.390755
   -0.229093   -0.029807   -0.972948
   -0.458158    0.392348    0.797593
    0.185483    0.694417   -0.695256
   -0.603061    0.374020   -0.704575
    0.557487    0.649592    0.516951
    0.586879   -0.586490   -0.558214
   -0.290697   -0.150136   -0.944963
    0.861253   -0.053637    0.505338
    0.711915    0.602441    0.360889
   -0.444352    0.792275   -0.418153
   -0.941406   -0.059756    0.331940
    0.149217    0.485059    0.861656
   -0.502102    0.819257    0.276968
    0.069402    0.336713   -0.939046
   -0.954857   -0.021235   -0.296305
   -0.737661   -0.261374   -0.622527
    0.691002   -0.503752   -0.518411
   -0.054451    0.848400   -0.526548
    0.732409    0.635178    0.245206
    0.857841    0.137113    0.495287
    0.498665    0.603126    0.622553
   -0.731630   -0.433976    0.525720
   -0.663509    0.708791   -0.239523
   -0.732575    0.549595   -0.401596
   -0.761663    0.515103   -0.393114
    0.732911    0.624400    0.270124
   -0.850963    0.212209   -0.480447
   -0.804403   -0.119644    0.581912
   -0.367966    0.864689   -0.341927
    0.582447    0.542926    0.604968
   -0.881728    0.176083   -0.437666
    0.064523   -0.866955    0.494193
   -0.377940   -0.570387    0.729260
    0.716740    0.439954   -0.541041
    0.671799    0.174493   -0.719888
   -0.224641    0.852636    0.471750
   -0.133910   -0.700779   -0.700698
   -0.424789    0.854944   -0.297699
   -0.725095    0.582264   -0.367704
   -0.181827    0.071915   -0.980697
   -0.583962    0.530465    0.614488
    0.574700    0.262859   -0.775000
   -0.223395   -0.027414   -0.974342
   -0.003733   -0.251783   -0.967777
   -0.235585   -0.814985   -0.529432
    0.368123    0.382428   -0.847487
    0.132752    0.398901   -0.907334
    0.335009   -0.838960   -0.428853
   -0.919330   -0.358223   -0.162817
   -0.557517   -0.583893   -0.590121
    0.099893    0.300677    0.948480
   -0.788568    0.595829   -0.152144
   -0.171491   -0.326427   -0.929535
   -0.249749    0.468986   -0.847159
   -0.553671   -0.096703   -0.827101
   -0.160949    0.750646   -0.640801
    0.191285    0.505882    0.841126
    0.254288   -0.035490    0.966477
   -0.200647    0.842130   -0.500558
    0.138606    0.778819    0.611742
    0.239666   -0.683356   -0.689627
    0.334982    0.255887    0.906813
   -0.492596    0.429892   -0.756665
   -0.215978   -0.660499   -0.719093
   -0.226241    0.720284   -0.655748
   -0.916650    0.059329   -0.395262
   -0.157846    0.865054   -0.476200
   -0.196165    0.533282   -0.822879
    0.694514    0.672337    0.256151
    0.184120   -0.448323   -0.874704
   -0.962314   -0.259384    0.081683
    0.206860   -0.111879   -0.971953
   -0.288266    0.378936    0.879381
   -0.753755   -0.308717    0.580126
   -0.936987   -0.332300    0.107854
   -0.069996   -0.612796    0.787135
   -0.470891   -0.847751   -0.244092
    0.592964   -0.287273    0.752242
   -0.910977    0.411381   -0.029783
   -0.759948    0.521082    0.388525
    0.018247    0.297217    0.954635
    0.037622    0.873268    0.485785
    0.546560   -0.146120    0.824573
    0.428759   -0.895808    0.117020
   -0.027010   -0.019926    0.999437
    0.927439    0.001744    0.373972
    0.707023    0.640332   -0.300156
   -0.650060    0.216867   -0.728279
    0.447268   -0.535094   -0.716677
    0.839380    0.407429   -0.359782
    0.866368   -0.177066    0.466963
   -0.447157    0.723338    0.526150
    0.830419    0.203390    0.518688
   -0.846157   -0.036066    0.531711
   -0.868813   -0.358334   -0.341703
    0.123340    0.848573    0.514500
    0.369773    0.017392    0.928959
   -0.609517    0.603164    0.514473
    0.654231   -0.152781   -0.740702
    0.773732    0.038723    0.632329
   -0.120514   -0.990038   -0.072815
    0.014676    0.356767    0.934078
    0.220393   -0.125024   -0.967365
   -0.521110   -0.847827   -0.098154
    0.866973    0.452850   -0.208052
    0.432393   -0.286072    0.855102
   -0.839173   -0.287125    0.461896
    0.108182    0.982250    0.153239
   -0.804854    0.540537   -0.245010
   -0.302453   -0.749488   -0.588889
    0.649706    0.760185   -0.001286
    0.924575   -0.133119    0.356989
   -0.008222    0.388921   -0.921234
    0.420576    0.852329   -0.310888
   -0.410784    0.350382    0.841718
   -0.718334   -0.230915   -0.656258
    0.869474   -0.272087    0.412291
    0.359277   -0.146162   -0.921714
    0.400544    0.837849    0.370910
    0.019258   -0.034584    0.999216
    0.254727    0.408102   -0.876680
    0.790539    0.550797    0.267714
    0.487451    0.123439    0.864381
    0.897800    0.369254   -0.240012
   -0.608750   -0.738295   -0.290422
    0.253428    0.332366    0.908464
   -0.533099    0.762358    0.366900
    0.690123    0.357462   -0.629247
    0.839664    0.301786   -0.451540
    0.518839   -0.847103    0.114987
    0.668317   -0.266497   -0.694501
    0.354125   -0.677749   -0.644400
    0.899187   -0.429636   -0.082921
    0.839275   -0.347611    0.418072
    0.428746    0.801962   -0.415973
    0.891748    0.400691   -0.210313
    0.082218    0.726896   -0.681808
    0.531303   -0.045197    0.845976
    0.576591    0.296200    0.761451
    0.897875   -0.100848    0.428545
    0.437371   -0.574778    0.691619
    0.153749    0.282784   -0.946781
   -0.138314    0.477516   -0.867668
    0.618715   -0.713634    0.328509
    0.884037    0.037390   -0.465919
   -0.769798    0.570567   -0.286121
    0.505981   -0.732445    0.455530
    0.084498    0.882693    0.462291
    0.618609   -0.619141   -0.483723
    0.680926   -0.480118   -0.553016
    0.337320    0.260086   -0.904749
    0.375920    0.409471   -0.831275
   -0.031173   -0.381475   -0.923853
   -0.499906   -0.182214   -0.846695
   -0.389375   -0.179671   -0.903386
   -0.181427    0.906288   -0.381742
   -0.166242   -0.484832   -0.858663
    0.623488   -0.594693   -0.507546
   -0.104398    0.743672    0.660343
   -0.421549   -0.560387    0.712925
    0.191478   -0.597183    0.778915
    0.509397    0.820733   -0.258674
    0.461491    0.354762   -0.813124
   -0.125862   -0.903488   -0.409718
    0.261850    0.941808   -0.210788
    0.026438   -0.940558    0.338603
   -0.919537    0.384944   -0.079175
    0.645382    0.296303    0.704050
   -0.176664   -0.725405   -0.665265
   -0.845215    0.110773    0.522821
    0.967089    0.202450    0.154117
    0.266812   -0.743838    0.612794
   -0.484273   -0.043071    0.873856
    0.636413   -0.637613    0.434084
   -0.193014    0.768042   -0.610620
    0.248621   -0.730243    0.636343
    0.026867   -0.959591    0.280113
    0.485568    0.620942    0.615349
   -0.648434    0.760146    0.041364
    0.527387   -0.716368   -0.456815
    0.311118    0.949033   -0.050416
    0.821952    0.569032   -0.024470
    0.496614    0.375317   -0.782631
    0.677331   -0.465201   -0.569922
    0.068914   -0.815662    0.574410
    0.518873    0.614046   -0.594742
   -0.190099    0.973262   -0.128934
    0.671134    0.080443    0.736959
    0.207034    0.243481   -0.947552
   -0.757794    0.589496   -0.279719
    0.643526    0.575837   -0.504268
    0.994834   -0.074997   -0.068418
    0.118236    0.305956    0.944675
   -0.054919   -0.975873    0.211318
   -0.472552   -0.676425   -0.564928
    0.287245    0.472745    0.833068
   -0.256230    0.792313   -0.553703
    0.001037   -0.574376   -0.818591
    0.045311    0.150327   -0.987597
   -0.163618    0.745519    0.646089
   -0.543993    0.218949   -0.810020
    0.579910    0.262044   -0.771386
    0.754706   -0.609167    0.243586
    0.916116    0.400393   -0.020413
    0.137973    0.674340    0.725416
   -0.910345    0.255845    0.325292
    0.708394   -0.651579   -0.271337
    0.525556   -0.009224   -0.850709
   -0.500084   -0.022650    0.865681
    0.634738    0.623656    0.456247
    0.050259   -0.756153   -0.652463
   -0.049125   -0.174394    0.983450
   -0.474998   -0.758247   -0.446586
    0.135528    0.632500   -0.762611
   -0.932933    0.267953   -0.240494
    0.880300   -0.450942    0.147390
    0.880179   -0.180273   -0.439074
   -0.326349    0.935453   -0.135737
   -0.627154    0.228792   -0.744535
    0.869855   -0.022163   -0.492809
   -0.932847   -0.235923    0.272281
   -0.128342    0.982031   -0.138362
   -0.502374    0.052374   -0.863063
   -0.426822    0.381672   -0.819847
    0.334412   -0.309282   -0.890232
    0.727278   -0.109762   -0.677509
    0.482386   -0.197520    0.853399
   -0.285038   -0.876917   -0.387001
   -0.369235    0.577951    0.727762
    0.691039   -0.625106   -0.362916
   -0.923848    0.061535   -0.377780
   -0.021916    0.359314    0.932959
    0.584270   -0.720487   -0.373532
   -0.097644    0.993708   -0.054856
    0.915199    0.395236   -0.078737
    0.106585   -0.504045    0.857075
    0.606078    0.790709   -0.086309
    0.207829    0.446225    0.870454
   -0.863442    0.366936    0.346160
    0.710338    0.030280   -0.703209
   -0.911669   -0.208688    0.353989
   -0.930787    0.136342   -0.339184
   -0.374585    0.541346    0.752749
   -0.233193   -0.278376    0.931734
   -0.159092   -0.987238    0.007072
   -0.315164    0.189003   -0.930026
    0.565609    0.791426   -0.231799
   -0.890625    0.368452    0.266516
    0.013934   -0.469445   -0.882852
   -0.880014   -0.188297    0.436026
   -0.066427    0.632998    0.771298
    0.366650    0.405233   -0.837469
   -0.539659    0.568391    0.621047
   -0.442509   -0.187918   -0.876854
   -0.284625   -0.803924    0.522201
   -0.051871   -0.995619   -0.077801
   -0.806229    0.122880   -0.578701
    0.965651    0.060774    0.252637
    0.293163   -0.938602    0.181885
   -0.682451   -0.467512   -0.561865
   -0.173976   -0.646326    0.742964
    0.743163   -0.492272   -0.453187
   -0.746138    0.079659    0.661009
    0.525178   -0.407274    0.747206
    0.898964   -0.248047    0.361022
   -0.142881    0.980526   -0.134736
   -0.104626    0.371962   -0.922333
    0.218587   -0.955316    0.198974
   -0.848142   -0.299724    0.436830
   -0.955128   -0.143902    0.258886
    0.028913   -0.880005   -0.474083
    0.608666    0.320319    0.725894
   -0.185347    0.874629    0.447962
    0.916366   -0.230937   -0.327018
   -0.952436   -0.076546   -0.294968
    0.208839    0.283938   -0.935823
   -0.792662    0.434551   -0.427613
   -0.316378   -0.005459    0.948617
    0.704578   -0.481537    0.521241
    0.394522    0.682466   -0.615299
    0.595509   -0.082361    0.799115
    0.351592    0.914280   -0.201183
   -0.173700    0.143602   -0.974272
    0.847015   -0.521506    0.102939
   -0.980891   -0.072485   -0.180549
    0.359745    0.843335   -0.399211
    0.010461    0.848200    0.529573
   -0.493556   -0.829156    0.262492
    0.148173   -0.723518   -0.674216
   -0.983916    0.166632    0.064359
    0.743281    0.668454    0.026508
   -0.943516    0.252466   -0.214567
    0.747971    0.018790    0.663466
   -0.586440   -0.773499   -0.240389
    0.751431    0.442059   -0.489832
    0.350275   -0.729640    0.587310
    0.763339    0.322852   -0.559536
   -0.077363   -0.642773   -0.762140
    0.067300    0.541470    0.838022
   -0.650459    0.688218    0.321340
   -0.578874    0.792071   -0.193723
    0.974038    0.225641   -0.018335
    0.937486   -0.096185    0.334469
   -0.313170   -0.823929    0.472299
   -0.563747   -0.081049    0.821962
    0.353800    0.088055   -0.931167
   -0.031026    0.812856   -0.581637
    0.871987    0.427649    0.238231
    0.865017   -0.466443   -0.184867
   -0.377571    0.004543    0.925970
    0.463364    0.869734   -0.169875
    0.809965   -0.053945   -0.583992
   -0.079943   -0.986080    0.145789
   -0.104388   -0.336755    0.935788
    0.692951    0.706396   -0.144300
    0.245292    0.330090   -0.911522
   -0.491151   -0.491451   -0.719199
    0.076739    0.456575   -0.886369
    0.904954    0.323258   -0.276699
    0.651838   -0.368343    0.662896
    0.368215   -0.860547    0.351961
    0.865837   -0.456295    0.205234
    0.840490    0.102814   -0.531984
   -0.638654    0.205780   -0.741469
    0.153807    0.305515    0.939683
   -0.747551   -0.581246   -0.321435
    0.729182    0.566522    0.383857
   -0.627780   -0.772176    0.098164
   -0.117240   -0.327162   -0.937667
    0.343478    0.639670   -0.687638
    0.664376    0.446942    0.599039
   -0.286413   -0.039504    0.957292
    0.565014   -0.703065    0.431809
   -0.640097   -0.552957    0.533399
    0.291163    0.775656    0.559983
    0.765101    0.448989   -0.461551
    0.664714   -0.467036   -0.583123
    0.584035    0.525392    0.618762
    0.055173    0.326962    0.943425
    0.964263   -0.203851    0.169241
    0.144001   -0.196142    0.969944
    0.917517   -0.382983    0.107176
    0.881821    0.008820    0.471503
   -0.875081   -0.483892    0.009066
   -0.987430   -0.124420   -0.097480
    0.070463    0.868809   -0.490109
    0.793104    0.231621   -0.563327
   -0.706033    0.705032    0.066683
    0.960223   -0.203557   -0.191147
    0.635608    0.222320   -0.739308
    0.158716   -0.660659    0.733716
    0.239619    0.891366    0.384773
